review_id,week,week_start_date,review_date,market,platform,brand,flavor,star_rating,review_text,helpful_votes,verified_purchase,is_anomaly_week,anomaly_type
R0004623,2025-W44,2025-11-05,2025-11-11,US,Amazon US,Pringles,Wavy Ranch,3,Pringles Wavy Ranch is fine. Nothing special at this price point.,4,True,False,
R0004624,2025-W44,2025-11-05,2025-11-05,US,Walmart,Pringles,Wavy Classic,4,Good chip. Pringles Wavy Classic has solid flavor. Canister makes it easy to share.,10,True,False,
R0004625,2025-W44,2025-11-05,2025-11-06,US,Amazon US,Pringles,Cheddar Cheese,4,Good chip. Pringles Cheddar Cheese has solid flavor. Canister makes it easy to share.,7,True,False,
R0004626,2025-W44,2025-11-05,2025-11-09,US,Walmart,Pringles,Sour Cream & Onion,5,Once you pop you can't stop — Sour Cream & Onion is my all-time fave Pringles!,6,True,False,
R0004627,2025-W44,2025-11-05,2025-11-09,US,Amazon US,Pringles,Original,1,Pringles Original was completely stale. Returning this.,15,True,False,
R0004628,2025-W44,2025-11-05,2025-11-09,US,Walmart,Pringles,BBQ,4,Good chip. Pringles BBQ has solid flavor. Canister makes it easy to share.,1,True,False,
R0004629,2025-W44,2025-11-05,2025-11-11,US,Amazon US,Pringles,Sour Cream & Onion,5,Once you pop you can't stop — Sour Cream & Onion is my all-time fave Pringles!,2,False,False,
R0004630,2025-W44,2025-11-05,2025-11-10,US,Amazon US,Pringles,Wavy Ranch,4,Good chip. Pringles Wavy Ranch has solid flavor. Canister makes it easy to share.,3,False,False,
R0004631,2025-W44,2025-11-05,2025-11-10,US,Amazon US,Pringles,Cheddar Cheese,5,"Pringles Cheddar Cheese never fails. Perfect crunch, great flavor.",5,True,False,
R0004632,2025-W44,2025-11-05,2025-11-09,US,Amazon US,Pringles,Wavy Classic,5,"Pringles Wavy Classic never fails. Perfect crunch, great flavor.",16,False,False,
R0004633,2025-W44,2025-11-05,2025-11-09,US,Walmart,Pringles,Wavy Classic,5,Once you pop you can't stop — Wavy Classic is my all-time fave Pringles!,7,True,False,
R0004634,2025-W44,2025-11-05,2025-11-05,US,Walmart,Pringles,Cheddar Cheese,4,Good chip. Pringles Cheddar Cheese has solid flavor. Canister makes it easy to share.,22,True,False,
R0004635,2025-W44,2025-11-05,2025-11-06,US,Walmart,Pringles,BBQ,1,Pringles BBQ was completely stale. Returning this.,38,True,False,
R0004636,2025-W44,2025-11-05,2025-11-08,US,Amazon US,Doritos,Flamin Hot Lime,4,Doritos Flamin Hot Lime solid as always. Maybe slightly too salty but still great.,3,True,False,
R0004637,2025-W44,2025-11-05,2025-11-08,US,Amazon US,Doritos,Cool Ranch,5,Doritos Cool Ranch with salsa is a religious experience 🌮,0,False,False,
R0004638,2025-W44,2025-11-05,2025-11-06,US,Amazon US,Doritos,Sweet Chili,4,Doritos Sweet Chili solid as always. Maybe slightly too salty but still great.,25,True,False,
R0004639,2025-W44,2025-11-05,2025-11-11,US,Amazon US,Doritos,Sweet Chili,5,Doritos Sweet Chili with salsa is a religious experience 🌮,4,True,False,
R0004640,2025-W44,2025-11-05,2025-11-05,US,Amazon US,Doritos,Spicy Nacho,5,Doritos Spicy Nacho with salsa is a religious experience 🌮,4,False,False,
R0004641,2025-W44,2025-11-05,2025-11-09,US,Walmart,Doritos,Flamin Hot,4,Doritos Flamin Hot solid as always. Maybe slightly too salty but still great.,12,True,False,
R0004642,2025-W44,2025-11-05,2025-11-09,US,Amazon US,Doritos,Nacho Cheese,4,Doritos Nacho Cheese solid as always. Maybe slightly too salty but still great.,5,True,False,
R0004643,2025-W44,2025-11-05,2025-11-09,US,Walmart,Doritos,Spicy Nacho,4,Doritos Spicy Nacho solid as always. Maybe slightly too salty but still great.,5,True,False,
R0004644,2025-W44,2025-11-05,2025-11-11,US,Amazon US,Doritos,Flamin Hot Lime,3,Doritos Flamin Hot Lime is fine. Not my fave but decent enough.,6,True,False,
R0004645,2025-W44,2025-11-05,2025-11-09,US,Walmart,Doritos,Sweet Chili,5,Doritos Sweet Chili with salsa is a religious experience 🌮,1,True,False,
R0004646,2025-W44,2025-11-05,2025-11-10,US,Amazon US,Doritos,Nacho Cheese,2,Doritos Nacho Cheese stale. Also the influencer controversy really put me off.,2,False,False,
R0004647,2025-W44,2025-11-05,2025-11-11,US,Amazon US,Doritos,Nacho Cheese,2,Doritos Nacho Cheese stale. Also the influencer controversy really put me off.,20,True,False,
R0004648,2025-W45,2025-11-12,2025-11-14,India,Flipkart,Lay's,Chile Limon,5,Ekdum mast hai Lay's Chile Limon! Fresh aur crunchy. Family favorite 😄,28,True,False,
R0004649,2025-W45,2025-11-12,2025-11-14,India,Flipkart,Lay's,Classic Salted,4,Lay's Classic Salted achha hai but quantity thodi kam hai packet mein. Taste great though.,2,False,False,
R0004650,2025-W45,2025-11-12,2025-11-13,India,Flipkart,Lay's,Spanish Tomato Tango,5,Ekdum mast hai Lay's Spanish Tomato Tango! Fresh aur crunchy. Family favorite 😄,7,True,False,
R0004651,2025-W45,2025-11-12,2025-11-17,India,Flipkart,Lay's,Chile Limon,3,Theek hai Lay's Chile Limon. Expected better from such a big brand.,2,True,False,
R0004652,2025-W45,2025-11-12,2025-11-13,India,Amazon India,Lay's,Classic Salted,5,Superb quality! Lay's Classic Salted consistent rehta hai. Highly recommend!,23,False,False,
R0004653,2025-W45,2025-11-12,2025-11-15,India,Amazon India,Lay's,Herb & Onion,1,Bahut bura experience. Lay's Herb & Onion tampered packet. Consumer forum mein complaint.,90,True,False,
R0004654,2025-W45,2025-11-12,2025-11-16,India,Amazon India,Lay's,Max Peri Peri,4,Lay's Max Peri Peri achha hai but quantity thodi kam hai packet mein. Taste great though.,10,True,False,
R0004655,2025-W45,2025-11-12,2025-11-14,India,Amazon India,Lay's,Chile Limon,4,Lay's Chile Limon achha hai but quantity thodi kam hai packet mein. Taste great though.,1,True,False,
R0004656,2025-W45,2025-11-12,2025-11-14,India,Amazon India,Lay's,Magic Masala,5,Ekdum mast hai Lay's Magic Masala! Fresh aur crunchy. Family favorite 😄,7,True,False,
R0004657,2025-W45,2025-11-12,2025-11-15,India,Amazon India,Lay's,Spanish Tomato Tango,5,Superb quality! Lay's Spanish Tomato Tango consistent rehta hai. Highly recommend!,5,True,False,
R0004658,2025-W45,2025-11-12,2025-11-18,India,Flipkart,Lay's,Baked,3,Average. Lay's Baked pehle zyada achha lagta tha.,8,True,False,
R0004659,2025-W45,2025-11-12,2025-11-14,India,Flipkart,Lay's,Spanish Tomato Tango,4,Good product. Lay's Spanish Tomato Tango fresh tha. Packaging thoda improve ho sakta hai.,2,True,False,
R0004660,2025-W45,2025-11-12,2025-11-13,India,Amazon India,Lay's,Chile Limon,4,Good product. Lay's Chile Limon fresh tha. Packaging thoda improve ho sakta hai.,0,True,False,
R0004661,2025-W45,2025-11-12,2025-11-13,India,Amazon India,Lay's,Magic Masala,4,Lay's Magic Masala achha hai but quantity thodi kam hai packet mein. Taste great though.,1,True,False,
R0004662,2025-W45,2025-11-12,2025-11-17,India,Amazon India,Lay's,Magic Masala,4,Good product. Lay's Magic Masala fresh tha. Packaging thoda improve ho sakta hai.,1,True,False,
R0004663,2025-W45,2025-11-12,2025-11-14,India,Flipkart,Lay's,Wafer Style,2,Bahut disappointed. Lay's Wafer Style stale aaya. Expiry 3 months baad hai phir bhi.,1,True,False,
R0004664,2025-W45,2025-11-12,2025-11-12,India,Flipkart,Lay's,Baked,4,Good product. Lay's Baked fresh tha. Packaging thoda improve ho sakta hai.,12,True,False,
R0004665,2025-W45,2025-11-12,2025-11-12,India,Flipkart,Lay's,Wafer Style,5,Superb quality! Lay's Wafer Style consistent rehta hai. Highly recommend!,3,True,False,
R0004666,2025-W45,2025-11-12,2025-11-17,India,Amazon India,Lay's,American Style Cream & Onion,4,Good product. Lay's American Style Cream & Onion fresh tha. Packaging thoda improve ho sakta hai.,31,True,False,
R0004667,2025-W45,2025-11-12,2025-11-17,India,Flipkart,Lay's,Baked,5,Ekdum mast hai Lay's Baked! Fresh aur crunchy. Family favorite 😄,14,True,False,
R0004668,2025-W45,2025-11-12,2025-11-17,India,Flipkart,Lay's,Chile Limon,5,Lay's Chile Limon is literally the best chips in India. Paise vasool!,2,True,False,
R0004669,2025-W45,2025-11-12,2025-11-18,India,Flipkart,Lay's,Classic Salted,4,Good product. Lay's Classic Salted fresh tha. Packaging thoda improve ho sakta hai.,2,True,False,
R0004670,2025-W45,2025-11-12,2025-11-15,India,Amazon India,Lay's,Baked,4,Lay's Baked achha hai but quantity thodi kam hai packet mein. Taste great though.,47,True,False,
R0004671,2025-W45,2025-11-12,2025-11-16,India,Amazon India,Lay's,Classic Salted,4,Lay's Classic Salted achha hai but quantity thodi kam hai packet mein. Taste great though.,2,True,False,
R0004672,2025-W45,2025-11-12,2025-11-18,India,Amazon India,Pringles,Cheddar Cheese,5,Pringles Cheddar Cheese — consistent quality every single time. Love it!,5,True,False,
R0004673,2025-W45,2025-11-12,2025-11-17,India,Amazon India,Pringles,Original,5,Pringles Original ekdum fresh! Canister packaging is the best 👌,8,True,False,
R0004674,2025-W45,2025-11-12,2025-11-13,India,Flipkart,Pringles,Wavy Classic,4,Pringles Wavy Classic good hai. Thoda expensive but worth it.,58,False,False,
R0004675,2025-W45,2025-11-12,2025-11-18,India,Flipkart,Pringles,BBQ,3,Pringles BBQ theek hai. Lay's se thoda zyada price ke liye expected better.,0,True,False,
R0004676,2025-W45,2025-11-12,2025-11-12,India,Amazon India,Pringles,BBQ,5,Pringles BBQ ekdum fresh! Canister packaging is the best 👌,22,True,False,
R0004677,2025-W45,2025-11-12,2025-11-16,India,Flipkart,Pringles,Cheddar Cheese,3,Pringles Cheddar Cheese theek hai. Lay's se thoda zyada price ke liye expected better.,6,True,False,
R0004678,2025-W45,2025-11-12,2025-11-18,India,Amazon India,Pringles,Sour Cream & Onion,3,Pringles Sour Cream & Onion theek hai. Lay's se thoda zyada price ke liye expected better.,12,True,False,
R0004679,2025-W45,2025-11-12,2025-11-12,India,Flipkart,Pringles,Pizza,5,Pringles Pizza — consistent quality every single time. Love it!,1,True,False,
R0004680,2025-W45,2025-11-12,2025-11-18,India,Amazon India,Pringles,Wavy Ranch,5,Pringles Wavy Ranch — consistent quality every single time. Love it!,13,True,False,
R0004681,2025-W45,2025-11-12,2025-11-17,India,Amazon India,Pringles,Sour Cream & Onion,5,Pringles Sour Cream & Onion — consistent quality every single time. Love it!,3,True,False,
R0004682,2025-W45,2025-11-12,2025-11-15,India,Flipkart,Pringles,Wavy Classic,4,Pringles Wavy Classic good hai. Thoda expensive but worth it.,4,True,False,
R0004683,2025-W45,2025-11-12,2025-11-16,India,Amazon India,Doritos,Sweet Chili,4,Doritos Sweet Chili good hai. Thoda zyada spicy but I liked it.,9,True,False,
R0004684,2025-W45,2025-11-12,2025-11-17,India,Flipkart,Doritos,Sweet Chili,4,Doritos Sweet Chili good hai. Thoda zyada spicy but I liked it.,10,True,False,
R0004685,2025-W45,2025-11-12,2025-11-16,India,Flipkart,Doritos,Spicy Nacho,5,Doritos Spicy Nacho is fire! Perfect for gaming nights 🎮🔥,0,True,False,
R0004686,2025-W45,2025-11-12,2025-11-17,India,Amazon India,Doritos,Sweet Chili,4,Doritos Sweet Chili good hai. Thoda zyada spicy but I liked it.,6,True,False,
R0004687,2025-W45,2025-11-12,2025-11-12,India,Flipkart,Doritos,Spicy Nacho,2,Doritos Spicy Nacho stale tha. Brand trust thoda gira hai recent controversy ke baad.,2,True,False,
R0004688,2025-W45,2025-11-12,2025-11-13,India,Flipkart,Doritos,Spicy Nacho,4,Doritos Spicy Nacho good hai. Thoda zyada spicy but I liked it.,15,True,False,
R0004689,2025-W45,2025-11-12,2025-11-18,India,Amazon India,Doritos,Spicy Nacho,3,Doritos Spicy Nacho okay hai. Pricey for what you get.,7,True,False,
R0004690,2025-W45,2025-11-12,2025-11-13,India,Amazon India,Doritos,Flamin Hot Lime,5,Doritos Flamin Hot Lime ka taste India mein bhi utna hi amazing hai!,1,True,False,
R0004691,2025-W45,2025-11-12,2025-11-18,US,Amazon US,Lay's,Spanish Tomato Tango,5,Lay's Spanish Tomato Tango is consistently the best chip out there. Never disappoints.,2,True,False,
R0004692,2025-W45,2025-11-12,2025-11-17,US,Amazon US,Lay's,Chile Limon,4,Really good chip. Lay's Chile Limon delivers on flavor. A few got crushed in shipping.,8,True,False,
R0004693,2025-W45,2025-11-12,2025-11-16,US,Walmart,Lay's,Herb & Onion,2,Lay's Herb & Onion arrived stale despite expiry being months away. Disappointed.,28,False,False,
R0004694,2025-W45,2025-11-12,2025-11-16,US,Amazon US,Lay's,Spanish Tomato Tango,5,"My go-to for years. Lay's Spanish Tomato Tango always fresh, always delicious.",4,False,False,
R0004695,2025-W45,2025-11-12,2025-11-18,US,Walmart,Lay's,Magic Masala,2,Lay's Magic Masala arrived stale despite expiry being months away. Disappointed.,8,True,False,
R0004696,2025-W45,2025-11-12,2025-11-13,US,Walmart,Lay's,Max Peri Peri,1,ZERO stars. Lay's Max Peri Peri had something that was NOT a chip. Disgusting.,7,True,False,
R0004697,2025-W45,2025-11-12,2025-11-14,US,Walmart,Lay's,Magic Masala,3,Lay's Magic Masala is decent but I've had better. Nothing special.,21,False,False,
R0004698,2025-W45,2025-11-12,2025-11-18,US,Walmart,Lay's,Baked,4,Good as always. Lay's Baked consistent quality. Wish bags were fuller.,3,True,False,
R0004699,2025-W45,2025-11-12,2025-11-15,US,Amazon US,Lay's,Herb & Onion,5,Lay's Herb & Onion is consistently the best chip out there. Never disappoints.,4,True,False,
R0004700,2025-W45,2025-11-12,2025-11-18,US,Amazon US,Lay's,Wafer Style,3,Lay's Wafer Style is decent but I've had better. Nothing special.,7,False,False,
R0004701,2025-W45,2025-11-12,2025-11-18,US,Walmart,Lay's,Spanish Tomato Tango,4,Good as always. Lay's Spanish Tomato Tango consistent quality. Wish bags were fuller.,3,True,False,
R0004702,2025-W45,2025-11-12,2025-11-16,US,Walmart,Lay's,American Style Cream & Onion,3,Lay's American Style Cream & Onion is decent but I've had better. Nothing special.,2,True,False,
R0004703,2025-W45,2025-11-12,2025-11-16,US,Amazon US,Lay's,Magic Masala,4,Good as always. Lay's Magic Masala consistent quality. Wish bags were fuller.,13,False,False,
R0004704,2025-W45,2025-11-12,2025-11-13,US,Walmart,Lay's,Baked,4,Really good chip. Lay's Baked delivers on flavor. A few got crushed in shipping.,20,True,False,
R0004705,2025-W45,2025-11-12,2025-11-13,US,Walmart,Lay's,Classic Salted,5,Lay's Classic Salted is consistently the best chip out there. Never disappoints.,2,True,False,
R0004706,2025-W45,2025-11-12,2025-11-14,US,Walmart,Lay's,Chile Limon,4,Really good chip. Lay's Chile Limon delivers on flavor. A few got crushed in shipping.,3,True,False,
R0004707,2025-W45,2025-11-12,2025-11-13,US,Amazon US,Lay's,American Style Cream & Onion,1,Worst experience. Lay's American Style Cream & Onion was completely rancid. Threw it out.,6,True,False,
R0004708,2025-W45,2025-11-12,2025-11-16,US,Amazon US,Lay's,Classic Salted,5,Lay's Classic Salted is consistently the best chip out there. Never disappoints.,11,True,False,
R0004709,2025-W45,2025-11-12,2025-11-16,US,Amazon US,Lay's,American Style Cream & Onion,4,Really good chip. Lay's American Style Cream & Onion delivers on flavor. A few got crushed in shipping.,3,True,False,
R0004710,2025-W45,2025-11-12,2025-11-17,US,Walmart,Lay's,Spanish Tomato Tango,5,Bought for the Super Bowl party — gone in 20 mins. Lay's Spanish Tomato Tango always wins!,3,True,False,
R0004711,2025-W45,2025-11-12,2025-11-18,US,Amazon US,Lay's,Classic Salted,5,"My go-to for years. Lay's Classic Salted always fresh, always delicious.",10,True,False,
R0004712,2025-W45,2025-11-12,2025-11-17,US,Walmart,Lay's,Classic Salted,5,Bought for the Super Bowl party — gone in 20 mins. Lay's Classic Salted always wins!,1,True,False,
R0004713,2025-W45,2025-11-12,2025-11-14,US,Amazon US,Lay's,Herb & Onion,4,Good as always. Lay's Herb & Onion consistent quality. Wish bags were fuller.,4,False,False,
R0004714,2025-W45,2025-11-12,2025-11-15,US,Walmart,Lay's,Magic Masala,5,Lay's Magic Masala is consistently the best chip out there. Never disappoints.,0,True,False,
R0004715,2025-W45,2025-11-12,2025-11-12,US,Walmart,Lay's,American Style Cream & Onion,5,Lay's American Style Cream & Onion is consistently the best chip out there. Never disappoints.,6,True,False,
R0004716,2025-W45,2025-11-12,2025-11-14,US,Walmart,Lay's,Classic Salted,5,Lay's Classic Salted is consistently the best chip out there. Never disappoints.,6,True,False,
R0004717,2025-W45,2025-11-12,2025-11-18,US,Walmart,Lay's,American Style Cream & Onion,4,Really good chip. Lay's American Style Cream & Onion delivers on flavor. A few got crushed in shipping.,7,False,False,
R0004718,2025-W45,2025-11-12,2025-11-12,US,Amazon US,Lay's,Chile Limon,5,"My go-to for years. Lay's Chile Limon always fresh, always delicious.",0,True,False,
R0004719,2025-W45,2025-11-12,2025-11-15,US,Amazon US,Pringles,Cheddar Cheese,4,Good chip. Pringles Cheddar Cheese has solid flavor. Canister makes it easy to share.,2,True,False,
R0004720,2025-W45,2025-11-12,2025-11-18,US,Walmart,Pringles,BBQ,5,Once you pop you can't stop — BBQ is my all-time fave Pringles!,13,True,False,
R0004721,2025-W45,2025-11-12,2025-11-12,US,Amazon US,Pringles,Wavy Ranch,4,Good chip. Pringles Wavy Ranch has solid flavor. Canister makes it easy to share.,96,True,False,
R0004722,2025-W45,2025-11-12,2025-11-16,US,Amazon US,Pringles,BBQ,5,Once you pop you can't stop — BBQ is my all-time fave Pringles!,12,True,False,
R0004723,2025-W45,2025-11-12,2025-11-14,US,Amazon US,Pringles,Original,5,Once you pop you can't stop — Original is my all-time fave Pringles!,63,True,False,
R0004724,2025-W45,2025-11-12,2025-11-18,US,Walmart,Pringles,Sour Cream & Onion,4,Good chip. Pringles Sour Cream & Onion has solid flavor. Canister makes it easy to share.,32,True,False,
R0004725,2025-W45,2025-11-12,2025-11-13,US,Walmart,Pringles,Wavy Classic,5,Once you pop you can't stop — Wavy Classic is my all-time fave Pringles!,8,True,False,
R0004726,2025-W45,2025-11-12,2025-11-16,US,Amazon US,Pringles,Sour Cream & Onion,4,Good chip. Pringles Sour Cream & Onion has solid flavor. Canister makes it easy to share.,19,True,False,
R0004727,2025-W45,2025-11-12,2025-11-17,US,Amazon US,Pringles,Sour Cream & Onion,4,Good chip. Pringles Sour Cream & Onion has solid flavor. Canister makes it easy to share.,53,False,False,
R0004728,2025-W45,2025-11-12,2025-11-15,US,Amazon US,Pringles,BBQ,4,Good chip. Pringles BBQ has solid flavor. Canister makes it easy to share.,6,True,False,
R0004729,2025-W45,2025-11-12,2025-11-16,US,Amazon US,Pringles,Cheddar Cheese,4,Good chip. Pringles Cheddar Cheese has solid flavor. Canister makes it easy to share.,1,True,False,
R0004730,2025-W45,2025-11-12,2025-11-17,US,Amazon US,Pringles,Original,5,Once you pop you can't stop — Original is my all-time fave Pringles!,10,True,False,
R0004731,2025-W45,2025-11-12,2025-11-17,US,Walmart,Doritos,Spicy Nacho,4,Doritos Spicy Nacho solid as always. Maybe slightly too salty but still great.,4,False,False,
R0004732,2025-W45,2025-11-12,2025-11-13,US,Walmart,Doritos,Spicy Nacho,4,Doritos Spicy Nacho solid as always. Maybe slightly too salty but still great.,3,True,False,
R0004733,2025-W45,2025-11-12,2025-11-16,US,Amazon US,Doritos,Nacho Cheese,3,Doritos Nacho Cheese is fine. Not my fave but decent enough.,6,True,False,
R0004734,2025-W45,2025-11-12,2025-11-15,US,Walmart,Doritos,Sweet Chili,5,"Doritos Sweet Chili is the perfect snack. Bold flavor, great crunch.",2,False,False,
R0004735,2025-W45,2025-11-12,2025-11-14,US,Walmart,Doritos,Flamin Hot Lime,5,"Doritos Flamin Hot Lime is the perfect snack. Bold flavor, great crunch.",3,True,False,
R0004736,2025-W45,2025-11-12,2025-11-13,US,Amazon US,Doritos,Sweet Chili,3,Doritos Sweet Chili is fine. Not my fave but decent enough.,3,True,False,
R0004737,2025-W45,2025-11-12,2025-11-16,US,Amazon US,Doritos,Spicy Nacho,3,Doritos Spicy Nacho is fine. Not my fave but decent enough.,3,True,False,
R0004738,2025-W45,2025-11-12,2025-11-17,US,Amazon US,Doritos,Sweet Chili,5,"Doritos Sweet Chili is the perfect snack. Bold flavor, great crunch.",3,True,False,
R0004739,2025-W45,2025-11-12,2025-11-13,US,Amazon US,Doritos,Flamin Hot,2,Doritos Flamin Hot stale. Also the influencer controversy really put me off.,31,True,False,
R0004740,2025-W45,2025-11-12,2025-11-13,US,Amazon US,Doritos,Spicy Nacho,2,Doritos Spicy Nacho stale. Also the influencer controversy really put me off.,1,True,False,
R0004741,2025-W46,2025-11-19,2025-11-24,India,Flipkart,Lay's,Magic Masala,4,Good product. Lay's Magic Masala fresh tha. Packaging thoda improve ho sakta hai.,22,True,False,
R0004742,2025-W46,2025-11-19,2025-11-21,India,Flipkart,Lay's,Classic Salted,4,Good product. Lay's Classic Salted fresh tha. Packaging thoda improve ho sakta hai.,2,True,False,
R0004743,2025-W46,2025-11-19,2025-11-19,India,Amazon India,Lay's,American Style Cream & Onion,5,Lay's American Style Cream & Onion is literally the best chips in India. Paise vasool!,7,True,False,
R0004744,2025-W46,2025-11-19,2025-11-20,India,Flipkart,Lay's,Max Peri Peri,5,Superb quality! Lay's Max Peri Peri consistent rehta hai. Highly recommend!,6,False,False,
R0004745,2025-W46,2025-11-19,2025-11-24,India,Flipkart,Lay's,Herb & Onion,2,Packet mein chips tootey hue the. Lay's Herb & Onion packaging weak hai.,3,True,False,
R0004746,2025-W46,2025-11-19,2025-11-22,India,Flipkart,Lay's,Magic Masala,4,Good product. Lay's Magic Masala fresh tha. Packaging thoda improve ho sakta hai.,14,True,False,
R0004747,2025-W46,2025-11-19,2025-11-23,India,Flipkart,Lay's,Chile Limon,3,Theek hai Lay's Chile Limon. Expected better from such a big brand.,3,False,False,
R0004748,2025-W46,2025-11-19,2025-11-20,India,Amazon India,Lay's,Herb & Onion,4,Lay's Herb & Onion achha hai but quantity thodi kam hai packet mein. Taste great though.,1,True,False,
R0004749,2025-W46,2025-11-19,2025-11-24,India,Amazon India,Lay's,Chile Limon,5,Lay's Chile Limon is literally the best chips in India. Paise vasool!,9,True,False,
R0004750,2025-W46,2025-11-19,2025-11-19,India,Flipkart,Lay's,Chile Limon,5,Superb quality! Lay's Chile Limon consistent rehta hai. Highly recommend!,7,True,False,
R0004751,2025-W46,2025-11-19,2025-11-20,India,Flipkart,Lay's,Baked,5,Ekdum mast hai Lay's Baked! Fresh aur crunchy. Family favorite 😄,3,True,False,
R0004752,2025-W46,2025-11-19,2025-11-19,India,Amazon India,Lay's,Chile Limon,3,Average. Lay's Chile Limon pehle zyada achha lagta tha.,4,False,False,
R0004753,2025-W46,2025-11-19,2025-11-23,India,Amazon India,Lay's,Wafer Style,5,Lay's Wafer Style is literally the best chips in India. Paise vasool!,10,True,False,
R0004754,2025-W46,2025-11-19,2025-11-21,India,Flipkart,Lay's,Chile Limon,5,Superb quality! Lay's Chile Limon consistent rehta hai. Highly recommend!,43,True,False,
R0004755,2025-W46,2025-11-19,2025-11-21,India,Amazon India,Lay's,Herb & Onion,5,Superb quality! Lay's Herb & Onion consistent rehta hai. Highly recommend!,3,True,False,
R0004756,2025-W46,2025-11-19,2025-11-24,India,Flipkart,Lay's,Baked,4,Good product. Lay's Baked fresh tha. Packaging thoda improve ho sakta hai.,49,True,False,
R0004757,2025-W46,2025-11-19,2025-11-21,India,Amazon India,Lay's,Spanish Tomato Tango,5,Superb quality! Lay's Spanish Tomato Tango consistent rehta hai. Highly recommend!,30,False,False,
R0004758,2025-W46,2025-11-19,2025-11-25,India,Amazon India,Lay's,Wafer Style,3,Theek hai Lay's Wafer Style. Expected better from such a big brand.,3,True,False,
R0004759,2025-W46,2025-11-19,2025-11-22,India,Amazon India,Lay's,Chile Limon,4,Good product. Lay's Chile Limon fresh tha. Packaging thoda improve ho sakta hai.,4,True,False,
R0004760,2025-W46,2025-11-19,2025-11-25,India,Flipkart,Lay's,Magic Masala,1,DISGUSTING! Lay's Magic Masala mein kuch aisa mila jo chips nahi tha. @Lays jawab do!!,133,False,False,
R0004761,2025-W46,2025-11-19,2025-11-19,India,Amazon India,Lay's,American Style Cream & Onion,2,Bahut disappointed. Lay's American Style Cream & Onion stale aaya. Expiry 3 months baad hai phir bhi.,1,True,False,
R0004762,2025-W46,2025-11-19,2025-11-22,India,Flipkart,Lay's,Max Peri Peri,2,Packet mein chips tootey hue the. Lay's Max Peri Peri packaging weak hai.,3,False,False,
R0004763,2025-W46,2025-11-19,2025-11-22,India,Flipkart,Lay's,Chile Limon,5,Ekdum mast hai Lay's Chile Limon! Fresh aur crunchy. Family favorite 😄,2,True,False,
R0004764,2025-W46,2025-11-19,2025-11-19,India,Flipkart,Lay's,Max Peri Peri,5,Ekdum mast hai Lay's Max Peri Peri! Fresh aur crunchy. Family favorite 😄,0,False,False,
R0004765,2025-W46,2025-11-19,2025-11-24,India,Flipkart,Pringles,BBQ,5,Pringles BBQ — consistent quality every single time. Love it!,24,True,False,
R0004766,2025-W46,2025-11-19,2025-11-21,India,Flipkart,Pringles,Pizza,5,Pringles Pizza — consistent quality every single time. Love it!,14,True,False,
R0004767,2025-W46,2025-11-19,2025-11-22,India,Amazon India,Pringles,Original,5,Pringles Original — consistent quality every single time. Love it!,10,True,False,
R0004768,2025-W46,2025-11-19,2025-11-19,India,Amazon India,Pringles,Original,2,Pringles Original stale aaya. Disappointed with freshness.,18,True,False,
R0004769,2025-W46,2025-11-19,2025-11-24,India,Flipkart,Pringles,Cheddar Cheese,3,Pringles Cheddar Cheese theek hai. Lay's se thoda zyada price ke liye expected better.,8,True,False,
R0004770,2025-W46,2025-11-19,2025-11-22,India,Amazon India,Pringles,BBQ,5,Pringles BBQ — consistent quality every single time. Love it!,19,True,False,
R0004771,2025-W46,2025-11-19,2025-11-25,India,Flipkart,Pringles,BBQ,5,Pringles BBQ ekdum fresh! Canister packaging is the best 👌,49,True,False,
R0004772,2025-W46,2025-11-19,2025-11-25,India,Amazon India,Pringles,BBQ,2,Pringles BBQ stale aaya. Disappointed with freshness.,7,True,False,
R0004773,2025-W46,2025-11-19,2025-11-21,India,Amazon India,Pringles,Wavy Classic,5,Pringles Wavy Classic ekdum fresh! Canister packaging is the best 👌,277,True,False,
R0004774,2025-W46,2025-11-19,2025-11-22,India,Amazon India,Pringles,Original,1,Pringles Original mein kuch ajeeb smell tha. Waste of money.,5,True,False,
R0004775,2025-W46,2025-11-19,2025-11-23,India,Amazon India,Pringles,Wavy Classic,1,Pringles Wavy Classic mein kuch ajeeb smell tha. Waste of money.,1,True,False,
R0004776,2025-W46,2025-11-19,2025-11-22,India,Flipkart,Doritos,Flamin Hot,4,Doritos Flamin Hot good hai. Thoda zyada spicy but I liked it.,8,False,False,
R0004777,2025-W46,2025-11-19,2025-11-24,India,Flipkart,Doritos,Sweet Chili,5,Doritos Sweet Chili is fire! Perfect for gaming nights 🎮🔥,36,True,False,
R0004778,2025-W46,2025-11-19,2025-11-23,India,Amazon India,Doritos,Cool Ranch,5,Doritos Cool Ranch ka taste India mein bhi utna hi amazing hai!,13,True,False,
R0004779,2025-W46,2025-11-19,2025-11-20,India,Flipkart,Doritos,Flamin Hot Lime,5,Doritos Flamin Hot Lime is fire! Perfect for gaming nights 🎮🔥,5,False,False,
R0004780,2025-W46,2025-11-19,2025-11-25,India,Flipkart,Doritos,Flamin Hot,1,Doritos Flamin Hot waste hai. Influencer controversy ke baad trust nahi raha.,15,False,False,
R0004781,2025-W46,2025-11-19,2025-11-19,India,Flipkart,Doritos,Cool Ranch,4,Doritos Cool Ranch good hai. Thoda zyada spicy but I liked it.,6,True,False,
