week,week_start_date,market,brand,keyword,flavor,search_volume,relative_index,yoy_change_pct,is_anomaly_week,anomaly_type
2025-W39,2025-10-01,India,Doritos,doritos cool ranch,cool ranch,55587,3.27,-12.6,False,
2025-W39,2025-10-01,India,Doritos,doritos flamin hot,flamin hot,81028,3.858,19.0,False,
2025-W39,2025-10-01,India,Doritos,doritos sweet chili,sweet chili,43766,3.647,24.4,False,
2025-W39,2025-10-01,India,Doritos,doritos controversy,controversy,166105,41.526,34.0,False,
2025-W39,2025-10-01,India,category,best chips brand india,best chips brand india,66943,1.395,-5.9,False,
2025-W39,2025-10-01,India,category,healthy snacks india,healthy snacks india,108890,1.534,1.5,False,
2025-W39,2025-10-01,India,category,chips on offer today,chips on offer today,47037,1.206,14.9,False,
2025-W39,2025-10-01,India,category,snacks for ipl party,snacks for ipl party,32657,1.484,2.6,False,
2025-W39,2025-10-01,US,Lay's,lays chips,chips,69840,1.027,-0.7,False,
2025-W39,2025-10-01,US,Lay's,lays classic,classic,61440,1.117,-6.2,False,
2025-W39,2025-10-01,US,Lay's,lays sour cream onion,sour cream onion,32328,1.115,20.3,False,
2025-W39,2025-10-01,US,Lay's,lays baked,baked,26990,1.125,0.9,False,
2025-W39,2025-10-01,US,Lay's,lays chile limon,chile limon,19353,1.019,4.0,False,
2025-W39,2025-10-01,US,Lay's,buy lays bulk,buy  bulk,18279,1.016,10.4,False,
2025-W39,2025-10-01,US,Pringles,pringles chips,chips,69361,1.119,0.2,False,
2025-W39,2025-10-01,US,Pringles,pringles sour cream,sour cream,32022,0.942,4.6,False,
2025-W39,2025-10-01,US,Pringles,pringles original,original,30188,1.078,-6.3,False,
2025-W39,2025-10-01,US,Pringles,pringles bbq,bbq,23505,1.119,2.5,False,
2025-W39,2025-10-01,US,Pringles,pringles wavy,wavy,16236,1.16,3.9,False,
2025-W39,2025-10-01,US,Pringles,pringles price drop,price drop,11591,1.054,14.5,False,
2025-W39,2025-10-01,US,Doritos,doritos nacho cheese,nacho cheese,119673,2.063,10.0,False,
2025-W39,2025-10-01,US,Doritos,doritos cool ranch,cool ranch,122126,2.544,5.7,False,
2025-W39,2025-10-01,US,Doritos,doritos flamin hot,flamin hot,125921,2.998,36.7,False,
2025-W39,2025-10-01,US,Doritos,doritos spicy nacho,spicy nacho,69903,2.255,18.1,False,
2025-W39,2025-10-01,US,Doritos,doritos controversy,controversy,255384,31.923,1.6,False,
2025-W39,2025-10-01,US,category,best chips brand,best chips brand,59304,1.14,7.5,False,
2025-W39,2025-10-01,US,category,healthy chip snacks,healthy chip snacks,86178,0.979,3.3,False,
2025-W39,2025-10-01,US,category,chips on sale near me,chips on sale near me,59885,0.951,13.5,False,
2025-W39,2025-10-01,US,category,super bowl snack ideas,super bowl snack ideas,47625,1.082,11.4,False,
2025-W40,2025-10-08,India,Lay's,lays chips,chips,84846,1.147,1.2,False,
2025-W40,2025-10-08,India,Lay's,lays magic masala,magic masala,67400,1.322,4.3,False,
2025-W40,2025-10-08,India,Lay's,lays classic salted,classic salted,43048,1.133,12.7,False,
2025-W40,2025-10-08,India,Lay's,lays american cream onion,american cream onion,38436,1.325,11.4,False,
2025-W40,2025-10-08,India,Lay's,lays spanish tomato tango,spanish tomato tango,27089,1.231,12.9,False,
2025-W40,2025-10-08,India,Lay's,lays max peri peri,max peri peri,22291,1.238,15.2,False,
2025-W40,2025-10-08,India,Lay's,buy lays online,buy  online,34496,1.113,-6.2,False,
2025-W40,2025-10-08,India,Lay's,lays price,price,38442,1.373,1.7,False,
2025-W40,2025-10-08,India,Pringles,pringles chips,chips,45529,1.198,26.7,False,
2025-W40,2025-10-08,India,Pringles,pringles original,original,25919,1.178,15.8,False,
2025-W40,2025-10-08,India,Pringles,pringles sour cream onion,sour cream onion,26016,1.445,11.8,False,
2025-W40,2025-10-08,India,Pringles,pringles wavy,wavy,13085,1.454,9.6,False,
2025-W40,2025-10-08,India,Pringles,pringles price india,price india,18533,1.158,11.4,False,
2025-W40,2025-10-08,India,Pringles,pringles cheddar,cheddar,13331,1.212,26.8,False,
2025-W40,2025-10-08,India,Doritos,doritos nacho cheese,nacho cheese,36357,1.254,-5.6,False,
2025-W40,2025-10-08,India,Doritos,doritos cool ranch,cool ranch,20683,1.217,17.7,False,
2025-W40,2025-10-08,India,Doritos,doritos flamin hot,flamin hot,28780,1.37,-16.2,False,
2025-W40,2025-10-08,India,Doritos,doritos sweet chili,sweet chili,14238,1.187,-7.1,False,
2025-W40,2025-10-08,India,Doritos,doritos controversy,controversy,2104,0.526,10.2,False,
2025-W40,2025-10-08,India,category,best chips brand india,best chips brand india,56172,1.17,-8.6,False,
2025-W40,2025-10-08,India,category,healthy snacks india,healthy snacks india,95195,1.341,17.8,False,
2025-W40,2025-10-08,India,category,chips on offer today,chips on offer today,45699,1.172,3.4,False,
2025-W40,2025-10-08,India,category,snacks for ipl party,snacks for ipl party,28613,1.301,1.2,False,
2025-W40,2025-10-08,US,Lay's,lays chips,chips,74739,1.099,-2.0,False,
2025-W40,2025-10-08,US,Lay's,lays classic,classic,64164,1.167,18.2,False,
2025-W40,2025-10-08,US,Lay's,lays sour cream onion,sour cream onion,31076,1.072,18.1,False,
2025-W40,2025-10-08,US,Lay's,lays baked,baked,29088,1.212,7.3,False,
2025-W40,2025-10-08,US,Lay's,lays chile limon,chile limon,19572,1.03,-0.2,False,
2025-W40,2025-10-08,US,Lay's,buy lays bulk,buy  bulk,23040,1.28,12.4,False,
2025-W40,2025-10-08,US,Pringles,pringles chips,chips,77115,1.244,12.8,False,
2025-W40,2025-10-08,US,Pringles,pringles sour cream,sour cream,34450,1.013,20.0,False,
2025-W40,2025-10-08,US,Pringles,pringles original,original,31156,1.113,-19.7,False,
2025-W40,2025-10-08,US,Pringles,pringles bbq,bbq,24460,1.165,-5.6,False,
2025-W40,2025-10-08,US,Pringles,pringles wavy,wavy,16708,1.193,18.6,False,
2025-W40,2025-10-08,US,Pringles,pringles price drop,price drop,11752,1.068,-6.9,False,
2025-W40,2025-10-08,US,Doritos,doritos nacho cheese,nacho cheese,55241,0.952,13.2,False,
2025-W40,2025-10-08,US,Doritos,doritos cool ranch,cool ranch,58482,1.218,-3.9,False,
2025-W40,2025-10-08,US,Doritos,doritos flamin hot,flamin hot,40629,0.967,6.3,False,
2025-W40,2025-10-08,US,Doritos,doritos spicy nacho,spicy nacho,30457,0.982,-6.5,False,
2025-W40,2025-10-08,US,Doritos,doritos controversy,controversy,1956,0.244,11.7,False,
2025-W40,2025-10-08,US,category,best chips brand,best chips brand,63598,1.223,1.6,False,
2025-W40,2025-10-08,US,category,healthy chip snacks,healthy chip snacks,90851,1.032,35.9,False,
2025-W40,2025-10-08,US,category,chips on sale near me,chips on sale near me,60108,0.954,-6.7,False,
2025-W40,2025-10-08,US,category,super bowl snack ideas,super bowl snack ideas,52076,1.184,17.0,False,
2025-W41,2025-10-15,India,Lay's,lays chips,chips,90869,1.228,14.3,False,
2025-W41,2025-10-15,India,Lay's,lays magic masala,magic masala,66253,1.299,1.4,False,
2025-W41,2025-10-15,India,Lay's,lays classic salted,classic salted,49153,1.294,9.7,False,
2025-W41,2025-10-15,India,Lay's,lays american cream onion,american cream onion,31355,1.081,13.5,False,
2025-W41,2025-10-15,India,Lay's,lays spanish tomato tango,spanish tomato tango,28331,1.288,-20.9,False,
2025-W41,2025-10-15,India,Lay's,lays max peri peri,max peri peri,22680,1.26,20.7,False,
2025-W41,2025-10-15,India,Lay's,buy lays online,buy  online,39582,1.277,8.1,False,
2025-W41,2025-10-15,India,Lay's,lays price,price,30829,1.101,-0.9,False,
2025-W41,2025-10-15,India,Pringles,pringles chips,chips,47405,1.248,-10.3,False,
2025-W41,2025-10-15,India,Pringles,pringles original,original,26380,1.199,3.7,False,
2025-W41,2025-10-15,India,Pringles,pringles sour cream onion,sour cream onion,23138,1.285,-1.0,False,
2025-W41,2025-10-15,India,Pringles,pringles wavy,wavy,11741,1.305,22.5,False,
2025-W41,2025-10-15,India,Pringles,pringles price india,price india,20295,1.268,14.2,False,
2025-W41,2025-10-15,India,Pringles,pringles cheddar,cheddar,11351,1.032,-3.9,False,
2025-W41,2025-10-15,India,Doritos,doritos nacho cheese,nacho cheese,32862,1.133,12.0,False,
2025-W41,2025-10-15,India,Doritos,doritos cool ranch,cool ranch,18787,1.105,6.1,False,
2025-W41,2025-10-15,India,Doritos,doritos flamin hot,flamin hot,26809,1.277,9.9,False,
2025-W41,2025-10-15,India,Doritos,doritos sweet chili,sweet chili,13260,1.105,10.1,False,
2025-W41,2025-10-15,India,Doritos,doritos controversy,controversy,2476,0.619,2.3,False,
2025-W41,2025-10-15,India,category,best chips brand india,best chips brand india,62487,1.302,-6.2,False,
2025-W41,2025-10-15,India,category,healthy snacks india,healthy snacks india,90988,1.282,1.4,False,
2025-W41,2025-10-15,India,category,chips on offer today,chips on offer today,38706,0.992,6.3,False,
2025-W41,2025-10-15,India,category,snacks for ipl party,snacks for ipl party,26926,1.224,14.1,False,
2025-W41,2025-10-15,US,Lay's,lays chips,chips,79559,1.17,-10.2,False,
2025-W41,2025-10-15,US,Lay's,lays classic,classic,63018,1.146,21.4,False,
2025-W41,2025-10-15,US,Lay's,lays sour cream onion,sour cream onion,33671,1.161,0.5,False,
2025-W41,2025-10-15,US,Lay's,lays baked,baked,28548,1.19,15.4,False,
2025-W41,2025-10-15,US,Lay's,lays chile limon,chile limon,21679,1.141,10.6,False,
2025-W41,2025-10-15,US,Lay's,buy lays bulk,buy  bulk,24325,1.351,3.2,False,
2025-W41,2025-10-15,US,Pringles,pringles chips,chips,69427,1.12,18.5,False,
2025-W41,2025-10-15,US,Pringles,pringles sour cream,sour cream,45991,1.353,4.6,False,
2025-W41,2025-10-15,US,Pringles,pringles original,original,36140,1.291,-6.5,False,
2025-W41,2025-10-15,US,Pringles,pringles bbq,bbq,26194,1.247,6.7,False,
2025-W41,2025-10-15,US,Pringles,pringles wavy,wavy,16382,1.17,19.3,False,
2025-W41,2025-10-15,US,Pringles,pringles price drop,price drop,13001,1.182,1.8,False,
2025-W41,2025-10-15,US,Doritos,doritos nacho cheese,nacho cheese,70502,1.216,28.1,False,
2025-W41,2025-10-15,US,Doritos,doritos cool ranch,cool ranch,53217,1.109,-0.3,False,
2025-W41,2025-10-15,US,Doritos,doritos flamin hot,flamin hot,53339,1.27,27.1,False,
2025-W41,2025-10-15,US,Doritos,doritos spicy nacho,spicy nacho,37825,1.22,9.3,False,
2025-W41,2025-10-15,US,Doritos,doritos controversy,controversy,2182,0.273,-15.6,False,
2025-W41,2025-10-15,US,category,best chips brand,best chips brand,70586,1.357,9.9,False,
2025-W41,2025-10-15,US,category,healthy chip snacks,healthy chip snacks,98638,1.121,6.0,False,
2025-W41,2025-10-15,US,category,chips on sale near me,chips on sale near me,65215,1.035,25.0,False,
2025-W41,2025-10-15,US,category,super bowl snack ideas,super bowl snack ideas,49622,1.128,5.1,False,
2025-W42,2025-10-22,India,Lay's,lays chips,chips,82614,1.116,14.4,False,
2025-W42,2025-10-22,India,Lay's,lays magic masala,magic masala,56825,1.114,12.8,False,
2025-W42,2025-10-22,India,Lay's,lays classic salted,classic salted,44315,1.166,9.7,False,
2025-W42,2025-10-22,India,Lay's,lays american cream onion,american cream onion,32129,1.108,9.2,False,
2025-W42,2025-10-22,India,Lay's,lays spanish tomato tango,spanish tomato tango,22170,1.008,9.8,False,
2025-W42,2025-10-22,India,Lay's,lays max peri peri,max peri peri,18031,1.002,14.9,False,
2025-W42,2025-10-22,India,Lay's,buy lays online,buy  online,30524,0.985,-2.8,False,
2025-W42,2025-10-22,India,Lay's,lays price,price,33730,1.205,0.4,False,
2025-W42,2025-10-22,India,Pringles,pringles chips,chips,41639,1.096,-2.1,False,
2025-W42,2025-10-22,India,Pringles,pringles original,original,24696,1.123,-8.5,False,
2025-W42,2025-10-22,India,Pringles,pringles sour cream onion,sour cream onion,17069,0.948,37.9,False,
2025-W42,2025-10-22,India,Pringles,pringles wavy,wavy,10051,1.117,5.6,False,
2025-W42,2025-10-22,India,Pringles,pringles price india,price india,16293,1.018,27.3,False,
2025-W42,2025-10-22,India,Pringles,pringles cheddar,cheddar,10660,0.969,14.7,False,
2025-W42,2025-10-22,India,Doritos,doritos nacho cheese,nacho cheese,30307,1.045,5.2,False,
2025-W42,2025-10-22,India,Doritos,doritos cool ranch,cool ranch,19800,1.165,-0.2,False,
2025-W42,2025-10-22,India,Doritos,doritos flamin hot,flamin hot,25434,1.211,3.6,False,
2025-W42,2025-10-22,India,Doritos,doritos sweet chili,sweet chili,11915,0.993,5.6,False,
2025-W42,2025-10-22,India,Doritos,doritos controversy,controversy,1100,0.275,-0.6,False,
2025-W42,2025-10-22,India,category,best chips brand india,best chips brand india,46914,0.977,-3.0,False,
2025-W42,2025-10-22,India,category,healthy snacks india,healthy snacks india,78791,1.11,23.6,False,
2025-W42,2025-10-22,India,category,chips on offer today,chips on offer today,40796,1.046,16.4,False,
2025-W42,2025-10-22,India,category,snacks for ipl party,snacks for ipl party,23955,1.089,21.6,False,
2025-W42,2025-10-22,US,Lay's,lays chips,chips,86502,1.272,-2.7,False,
2025-W42,2025-10-22,US,Lay's,lays classic,classic,76191,1.385,9.7,False,
2025-W42,2025-10-22,US,Lay's,lays sour cream onion,sour cream onion,38290,1.32,-5.9,False,
2025-W42,2025-10-22,US,Lay's,lays baked,baked,32717,1.363,-0.4,False,
2025-W42,2025-10-22,US,Lay's,lays chile limon,chile limon,22588,1.189,28.8,False,
2025-W42,2025-10-22,US,Lay's,buy lays bulk,buy  bulk,25623,1.423,8.8,False,
2025-W42,2025-10-22,US,Pringles,pringles chips,chips,79241,1.278,16.8,False,
2025-W42,2025-10-22,US,Pringles,pringles sour cream,sour cream,42290,1.244,-20.9,False,
2025-W42,2025-10-22,US,Pringles,pringles original,original,40668,1.452,-6.4,False,
2025-W42,2025-10-22,US,Pringles,pringles bbq,bbq,24806,1.181,25.2,False,
2025-W42,2025-10-22,US,Pringles,pringles wavy,wavy,20947,1.496,-3.5,False,
2025-W42,2025-10-22,US,Pringles,pringles price drop,price drop,13723,1.248,-4.0,False,
2025-W42,2025-10-22,US,Doritos,doritos nacho cheese,nacho cheese,71707,1.236,-1.5,False,
2025-W42,2025-10-22,US,Doritos,doritos cool ranch,cool ranch,71728,1.494,9.6,False,
2025-W42,2025-10-22,US,Doritos,doritos flamin hot,flamin hot,52242,1.244,-1.6,False,
2025-W42,2025-10-22,US,Doritos,doritos spicy nacho,spicy nacho,41390,1.335,4.9,False,
2025-W42,2025-10-22,US,Doritos,doritos controversy,controversy,2623,0.328,13.4,False,
2025-W42,2025-10-22,US,category,best chips brand,best chips brand,77689,1.494,14.2,False,
2025-W42,2025-10-22,US,category,healthy chip snacks,healthy chip snacks,98911,1.124,-3.3,False,
2025-W42,2025-10-22,US,category,chips on sale near me,chips on sale near me,92595,1.47,9.5,False,
2025-W42,2025-10-22,US,category,super bowl snack ideas,super bowl snack ideas,49598,1.127,5.3,False,
2025-W43,2025-10-29,India,Lay's,lays chips,chips,84302,1.139,13.7,False,
2025-W43,2025-10-29,India,Lay's,lays magic masala,magic masala,54370,1.066,-8.7,False,
2025-W43,2025-10-29,India,Lay's,lays classic salted,classic salted,43881,1.155,29.8,False,
2025-W43,2025-10-29,India,Lay's,lays american cream onion,american cream onion,28400,0.979,-5.0,False,
2025-W43,2025-10-29,India,Lay's,lays spanish tomato tango,spanish tomato tango,22495,1.022,-1.0,False,
2025-W43,2025-10-29,India,Lay's,lays max peri peri,max peri peri,17588,0.977,-3.4,False,
2025-W43,2025-10-29,India,Lay's,buy lays online,buy  online,32602,1.052,33.9,False,
2025-W43,2025-10-29,India,Lay's,lays price,price,33667,1.202,19.9,False,
2025-W43,2025-10-29,India,Pringles,pringles chips,chips,43379,1.142,35.1,False,
2025-W43,2025-10-29,India,Pringles,pringles original,original,24733,1.124,23.1,False,
2025-W43,2025-10-29,India,Pringles,pringles sour cream onion,sour cream onion,18252,1.014,25.4,False,
2025-W43,2025-10-29,India,Pringles,pringles wavy,wavy,10369,1.152,26.4,False,
2025-W43,2025-10-29,India,Pringles,pringles price india,price india,16492,1.031,8.7,False,
2025-W43,2025-10-29,India,Pringles,pringles cheddar,cheddar,12023,1.093,-1.2,False,
2025-W43,2025-10-29,India,Doritos,doritos nacho cheese,nacho cheese,33424,1.153,22.9,False,
2025-W43,2025-10-29,India,Doritos,doritos cool ranch,cool ranch,19869,1.169,-9.3,False,
2025-W43,2025-10-29,India,Doritos,doritos flamin hot,flamin hot,25761,1.227,10.9,False,
2025-W43,2025-10-29,India,Doritos,doritos sweet chili,sweet chili,12901,1.075,6.4,False,
2025-W43,2025-10-29,India,Doritos,doritos controversy,controversy,1451,0.363,-1.2,False,
2025-W43,2025-10-29,India,category,best chips brand india,best chips brand india,47258,0.985,4.0,False,
2025-W43,2025-10-29,India,category,healthy snacks india,healthy snacks india,67299,0.948,1.7,False,
2025-W43,2025-10-29,India,category,chips on offer today,chips on offer today,41057,1.053,6.5,False,
2025-W43,2025-10-29,India,category,snacks for ipl party,snacks for ipl party,24365,1.107,-10.6,False,
2025-W43,2025-10-29,US,Lay's,lays chips,chips,92176,1.356,16.7,False,
2025-W43,2025-10-29,US,Lay's,lays classic,classic,71744,1.304,37.4,False,
2025-W43,2025-10-29,US,Lay's,lays sour cream onion,sour cream onion,41393,1.427,-0.4,False,
2025-W43,2025-10-29,US,Lay's,lays baked,baked,32898,1.371,-2.4,False,
2025-W43,2025-10-29,US,Lay's,lays chile limon,chile limon,26449,1.392,9.7,False,
2025-W43,2025-10-29,US,Lay's,buy lays bulk,buy  bulk,24359,1.353,2.5,False,
2025-W43,2025-10-29,US,Pringles,pringles chips,chips,80984,1.306,11.2,False,
2025-W43,2025-10-29,US,Pringles,pringles sour cream,sour cream,49142,1.445,1.3,False,
2025-W43,2025-10-29,US,Pringles,pringles original,original,33981,1.214,3.2,False,
2025-W43,2025-10-29,US,Pringles,pringles bbq,bbq,32312,1.539,2.4,False,
2025-W43,2025-10-29,US,Pringles,pringles wavy,wavy,19211,1.372,12.7,False,
2025-W43,2025-10-29,US,Pringles,pringles price drop,price drop,13331,1.212,8.1,False,
2025-W43,2025-10-29,US,Doritos,doritos nacho cheese,nacho cheese,89427,1.542,16.6,False,
2025-W43,2025-10-29,US,Doritos,doritos cool ranch,cool ranch,69931,1.457,-6.1,False,
2025-W43,2025-10-29,US,Doritos,doritos flamin hot,flamin hot,48362,1.151,8.6,False,
2025-W43,2025-10-29,US,Doritos,doritos spicy nacho,spicy nacho,42094,1.358,28.9,False,
2025-W43,2025-10-29,US,Doritos,doritos controversy,controversy,4814,0.602,2.4,False,
2025-W43,2025-10-29,US,category,best chips brand,best chips brand,60562,1.165,-6.3,False,
2025-W43,2025-10-29,US,category,healthy chip snacks,healthy chip snacks,116754,1.327,6.1,False,
2025-W43,2025-10-29,US,category,chips on sale near me,chips on sale near me,92335,1.466,11.0,False,
2025-W43,2025-10-29,US,category,super bowl snack ideas,super bowl snack ideas,51168,1.163,1.4,False,
2025-W44,2025-11-05,India,Lay's,lays chips,chips,72400,0.978,19.4,False,
2025-W44,2025-11-05,India,Lay's,lays magic masala,magic masala,54564,1.07,17.0,False,
2025-W44,2025-11-05,India,Lay's,lays classic salted,classic salted,40599,1.068,9.3,False,
2025-W44,2025-11-05,India,Lay's,lays american cream onion,american cream onion,31428,1.084,3.2,False,
2025-W44,2025-11-05,India,Lay's,lays spanish tomato tango,spanish tomato tango,22398,1.018,27.3,False,
2025-W44,2025-11-05,India,Lay's,lays max peri peri,max peri peri,17496,0.972,14.1,False,
2025-W44,2025-11-05,India,Lay's,buy lays online,buy  online,39298,1.268,15.3,False,
2025-W44,2025-11-05,India,Lay's,lays price,price,29328,1.047,17.9,False,
2025-W44,2025-11-05,India,Pringles,pringles chips,chips,41120,1.082,6.0,False,
2025-W44,2025-11-05,India,Pringles,pringles original,original,23086,1.049,-1.6,False,
2025-W44,2025-11-05,India,Pringles,pringles sour cream onion,sour cream onion,18480,1.027,38.1,False,
2025-W44,2025-11-05,India,Pringles,pringles wavy,wavy,11291,1.255,-8.2,False,
2025-W44,2025-11-05,India,Pringles,pringles price india,price india,18741,1.171,17.7,False,
2025-W44,2025-11-05,India,Pringles,pringles cheddar,cheddar,14069,1.279,13.5,False,
2025-W44,2025-11-05,India,Doritos,doritos nacho cheese,nacho cheese,37547,1.295,-5.7,False,
2025-W44,2025-11-05,India,Doritos,doritos cool ranch,cool ranch,19104,1.124,17.3,False,
2025-W44,2025-11-05,India,Doritos,doritos flamin hot,flamin hot,23607,1.124,19.9,False,
2025-W44,2025-11-05,India,Doritos,doritos flamin hot lime,flamin hot lime,8805,1.101,18.8,False,
2025-W44,2025-11-05,India,Doritos,doritos sweet chili,sweet chili,13430,1.119,28.3,False,
2025-W44,2025-11-05,India,Doritos,doritos controversy,controversy,1728,0.432,0.8,False,
2025-W44,2025-11-05,India,category,best chips brand india,best chips brand india,51017,1.063,20.8,False,
2025-W44,2025-11-05,India,category,healthy snacks india,healthy snacks india,79204,1.116,22.4,False,
2025-W44,2025-11-05,India,category,chips on offer today,chips on offer today,49954,1.281,0.2,False,
2025-W44,2025-11-05,India,category,snacks for ipl party,snacks for ipl party,21756,0.989,3.9,False,
2025-W44,2025-11-05,US,Lay's,lays chips,chips,87710,1.29,-3.8,False,
2025-W44,2025-11-05,US,Lay's,lays classic,classic,66688,1.213,11.4,False,
2025-W44,2025-11-05,US,Lay's,lays sour cream onion,sour cream onion,42227,1.456,13.6,False,
2025-W44,2025-11-05,US,Lay's,lays baked,baked,30007,1.25,30.1,False,
2025-W44,2025-11-05,US,Lay's,lays chile limon,chile limon,26957,1.419,5.2,False,
2025-W44,2025-11-05,US,Lay's,buy lays bulk,buy  bulk,21573,1.198,-2.9,False,
2025-W44,2025-11-05,US,Pringles,pringles chips,chips,85285,1.376,35.5,False,
2025-W44,2025-11-05,US,Pringles,pringles sour cream,sour cream,47695,1.403,1.9,False,
2025-W44,2025-11-05,US,Pringles,pringles original,original,37968,1.356,7.4,False,
2025-W44,2025-11-05,US,Pringles,pringles bbq,bbq,31566,1.503,0.7,False,
2025-W44,2025-11-05,US,Pringles,pringles wavy,wavy,19411,1.387,16.0,False,
2025-W44,2025-11-05,US,Pringles,pringles price drop,price drop,14032,1.276,-0.8,False,
2025-W44,2025-11-05,US,Doritos,doritos nacho cheese,nacho cheese,79795,1.376,-12.3,False,
2025-W44,2025-11-05,US,Doritos,doritos cool ranch,cool ranch,66762,1.391,9.1,False,
2025-W44,2025-11-05,US,Doritos,doritos flamin hot,flamin hot,61160,1.456,6.0,False,
2025-W44,2025-11-05,US,Doritos,doritos flamin hot lime,flamin hot lime,20759,1.384,20.7,False,
2025-W44,2025-11-05,US,Doritos,doritos spicy nacho,spicy nacho,40164,1.296,4.0,False,
2025-W44,2025-11-05,US,Doritos,doritos controversy,controversy,2770,0.346,15.2,False,
2025-W44,2025-11-05,US,category,best chips brand,best chips brand,63223,1.216,-1.4,False,
2025-W44,2025-11-05,US,category,healthy chip snacks,healthy chip snacks,119382,1.357,-4.3,False,
2025-W44,2025-11-05,US,category,chips on sale near me,chips on sale near me,85215,1.353,16.5,False,
2025-W44,2025-11-05,US,category,super bowl snack ideas,super bowl snack ideas,53616,1.219,-4.9,False,
2025-W45,2025-11-12,India,Lay's,lays chips,chips,86132,1.164,17.1,False,
2025-W45,2025-11-12,India,Lay's,lays magic masala,magic masala,56078,1.1,14.3,False,
2025-W45,2025-11-12,India,Lay's,lays classic salted,classic salted,42432,1.117,30.6,False,
2025-W45,2025-11-12,India,Lay's,lays american cream onion,american cream onion,33384,1.151,-5.8,False,
2025-W45,2025-11-12,India,Lay's,lays spanish tomato tango,spanish tomato tango,25468,1.158,15.4,False,
2025-W45,2025-11-12,India,Lay's,lays max peri peri,max peri peri,22234,1.235,19.5,False,
2025-W45,2025-11-12,India,Lay's,buy lays online,buy  online,34153,1.102,9.1,False,
2025-W45,2025-11-12,India,Lay's,lays price,price,37096,1.325,-4.9,False,
2025-W45,2025-11-12,India,Pringles,pringles chips,chips,40000,1.053,23.5,False,
2025-W45,2025-11-12,India,Pringles,pringles original,original,24311,1.105,10.3,False,
2025-W45,2025-11-12,India,Pringles,pringles sour cream onion,sour cream onion,21249,1.181,6.5,False,
2025-W45,2025-11-12,India,Pringles,pringles wavy,wavy,11150,1.239,8.1,False,
2025-W45,2025-11-12,India,Pringles,pringles price india,price india,21375,1.336,20.2,False,
2025-W45,2025-11-12,India,Pringles,pringles cheddar,cheddar,13058,1.187,12.2,False,
2025-W45,2025-11-12,India,Doritos,doritos nacho cheese,nacho cheese,32132,1.108,19.8,False,
2025-W45,2025-11-12,India,Doritos,doritos cool ranch,cool ranch,21465,1.263,-5.1,False,
2025-W45,2025-11-12,India,Doritos,doritos flamin hot,flamin hot,26750,1.274,-5.9,False,
2025-W45,2025-11-12,India,Doritos,doritos flamin hot lime,flamin hot lime,9623,1.203,-13.2,False,
2025-W45,2025-11-12,India,Doritos,doritos sweet chili,sweet chili,13155,1.096,30.3,False,
2025-W45,2025-11-12,India,Doritos,doritos controversy,controversy,2456,0.614,6.2,False,
2025-W45,2025-11-12,India,category,best chips brand india,best chips brand india,54094,1.127,6.4,False,
2025-W45,2025-11-12,India,category,healthy snacks india,healthy snacks india,87459,1.232,5.9,False,
2025-W45,2025-11-12,India,category,chips on offer today,chips on offer today,39235,1.006,27.5,False,
2025-W45,2025-11-12,India,category,snacks for ipl party,snacks for ipl party,24888,1.131,6.4,False,
2025-W45,2025-11-12,US,Lay's,lays chips,chips,72114,1.06,19.0,False,
2025-W45,2025-11-12,US,Lay's,lays classic,classic,59542,1.083,-9.3,False,
2025-W45,2025-11-12,US,Lay's,lays sour cream onion,sour cream onion,30085,1.037,29.3,False,
2025-W45,2025-11-12,US,Lay's,lays baked,baked,32018,1.334,26.0,False,
2025-W45,2025-11-12,US,Lay's,lays chile limon,chile limon,25308,1.332,8.3,False,
2025-W45,2025-11-12,US,Lay's,buy lays bulk,buy  bulk,19649,1.092,4.3,False,
2025-W45,2025-11-12,US,Pringles,pringles chips,chips,68029,1.097,18.1,False,
2025-W45,2025-11-12,US,Pringles,pringles sour cream,sour cream,39700,1.168,17.2,False,
2025-W45,2025-11-12,US,Pringles,pringles original,original,36961,1.32,-2.9,False,
2025-W45,2025-11-12,US,Pringles,pringles bbq,bbq,25610,1.22,-6.4,False,
2025-W45,2025-11-12,US,Pringles,pringles wavy,wavy,17159,1.226,-7.4,False,
2025-W45,2025-11-12,US,Pringles,pringles price drop,price drop,11347,1.032,16.0,False,
2025-W45,2025-11-12,US,Doritos,doritos nacho cheese,nacho cheese,70504,1.216,29.2,False,
2025-W45,2025-11-12,US,Doritos,doritos cool ranch,cool ranch,52926,1.103,-11.3,False,
2025-W45,2025-11-12,US,Doritos,doritos flamin hot,flamin hot,54854,1.306,14.8,False,
2025-W45,2025-11-12,US,Doritos,doritos flamin hot lime,flamin hot lime,16262,1.084,13.9,False,
2025-W45,2025-11-12,US,Doritos,doritos spicy nacho,spicy nacho,35170,1.135,13.8,False,
2025-W45,2025-11-12,US,Doritos,doritos controversy,controversy,3713,0.464,0.8,False,
2025-W45,2025-11-12,US,category,best chips brand,best chips brand,64909,1.248,-5.1,False,
2025-W45,2025-11-12,US,category,healthy chip snacks,healthy chip snacks,108324,1.231,-10.0,False,
2025-W45,2025-11-12,US,category,chips on sale near me,chips on sale near me,77229,1.226,4.0,False,
2025-W45,2025-11-12,US,category,super bowl snack ideas,super bowl snack ideas,51270,1.165,0.1,False,
2025-W46,2025-11-19,India,Lay's,lays chips,chips,81816,1.106,-3.7,False,
